rule_idx	rule	rule_regex	hits	scope	confidence	accuracy10.0	accuracy5.0
30289	a ɪ -> o / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	a ɪ -> o / (ɹ) __ (d) (⋉)	5.0	6.0	0.7635729812512861	0.3125	0.4545454545454545
30243	a ɪ -> o / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	a ɪ -> o / (ɹ) __ (t|d)	9.0	15.0	0.5775233292526348	0.36	0.45
30035	u -> ɪ d / X [-spread.gl, -LABIAL, -round, -labiodental, -lateral] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	u -> ɪ d / (ɑ|a|ʌ|ə|e|ɛ|i|ɪ|ŋ|n|k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ) (d) __ (⋉)	4.0	4.0	0.8795102700976709	0.2857142857142857	0.4444444444444444
30399	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] X	ɪ -> ʌ / (t|ʃ|s|θ) (ɹ) __ (ŋ)	4.0	4.0	0.8795102700976709	0.2857142857142857	0.4444444444444444
30070	i -> ɛ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -round, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	i -> ɛ / (l|ʒ|z|v|ʃ|s|f|θ|ð|ɹ) __ (d) (⋉)	16.0	31.0	0.5042499031194667	0.3902439024390244	0.4444444444444444
30531	o -> ɛ / X [+C/V, -syllabic, -consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, +spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	o -> ɛ / (h) __ (l) (d) (⋉)	4.0	4.0	0.8795102700976709	0.2857142857142857	0.4444444444444444
1000	∅ -> t / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -voice, -spread.gl, -round, -lateral] __ [-begin/end]	∅ -> t / (k|t|ʃ|s|p|f|θ) __ (⋉)	1084.0	2473.0	0.4371049875053163	0.436568666935159	0.4374495560936239
30259	a ɪ -> o / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	a ɪ -> o / (ʒ|z|d|b|ð|ɹ) __ (d) (⋉)	6.0	9.0	0.629377858159187	0.3157894736842105	0.4285714285714285
30416	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] [-begin/end]	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ) (⋉)	9.0	16.0	0.5429586914225685	0.3461538461538461	0.4285714285714285
30548	i p -> ɛ p t / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [-begin/end]	i p -> ɛ p t / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (⋉)	8.0	14.0	0.5496962555457319	0.3333333333333333	0.4210526315789473
21	∅ -> ∅ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -labiodental] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ∅ / (l|ʒ|z|ʃ|s|θ|ð|w|j|ɹ) (ɛ) (t) __ (⋉)	11.0	22.0	0.4864414929540924	0.34375	0.4074074074074074
30613	o -> u / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	o -> u / (k|g|ʒ|z|t|ʃ|s|d|θ|ð) (ɹ) __ (⋉)	4.0	5.0	0.7240838608479855	0.2666666666666666	0.4
30301	d -> t / X [+C/V, -syllabic, +consonantal, -nasal, +voice, -spread.gl, -round, -labiodental, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	d -> t / (l|ʒ|z|d|b|ð) (ɛ) (n) __ (⋉)	4.0	5.0	0.7240838608479855	0.2666666666666666	0.4
30250	a ɪ -> o / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -labiodental, -lateral, -DORSAL] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, +voice, -spread.gl, -round, -lateral, -DORSAL] X	a ɪ -> o / (ʒ|z|t|ʃ|s|p|d|b|θ|ð) (ɹ) __ (ʒ|z|v|d|b|ð)	9.0	18.0	0.4849678250976353	0.3214285714285714	0.391304347826087
30310	d -> t / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -round, -labiodental, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	d -> t / (l|ʒ|z|d|b|ð|ɹ) (ɛ) (n) __ (⋉)	5.0	8.0	0.5886542904982304	0.2777777777777778	0.3846153846153846
30376	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] X	ɪ -> ʌ / (t|ʃ|s|p|θ) (ɹ) __ (ŋ)	5.0	8.0	0.5886542904982304	0.2777777777777778	0.3846153846153846
120	∅ -> ∅ / X [-nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|a|ʌ|ə|e|ɛ|i|ɪ|k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ) (b) (ɪ) (d) __ (⋉)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30458	i -> o / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, +LABIAL, -round, +labiodental, -CORONAL, -lateral, -DORSAL] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [-begin/end]	i -> o / (f) (ɹ) __ (z) (⋉)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30407	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -round, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] X	ɪ -> ʌ / (ʃ|s|f|θ) (l) __ (ŋ)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30650	ɪ ŋ k -> ɔ t / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, +distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	ɪ ŋ k -> ɔ t / (θ) __ (⋉)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30691	ɔ -> u / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	ɔ -> u / (d) (ɹ) __ (⋉)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30570	ʌ -> a / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	ʌ -> a / (ɹ) __ (n) (⋉)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30036	ɪ -> e / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, +voice, -spread.gl, +LABIAL, -round, +labiodental, -CORONAL, -lateral, -DORSAL] [-begin/end]	ɪ -> e / (g) __ (v) (⋉)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30517	ɛ -> ɔ / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	ɛ -> ɔ / (g) __ (t) (⋉)	3.0	3.0	0.8478608772434439	0.2307692307692307	0.375
30174	a ɪ -> o / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -labiodental, -lateral, -DORSAL] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -lateral, -DORSAL] X	a ɪ -> o / (ʒ|z|t|ʃ|s|p|d|b|θ|ð) (ɹ) __ (ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	10.0	22.0	0.443014590250334	0.3125	0.3703703703703703
30197	a ɪ -> o / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	a ɪ -> o / (n|m|ɹ) __ (t|d)	10.0	22.0	0.443014590250334	0.3125	0.3703703703703703
30110	ɪ ə -> ə d / X [+C/V, -syllabic, -consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, +spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	ɪ ə -> ə d / (h) __ (⋉)	4.0	6.0	0.6170016696369369	0.25	0.3636363636363636
30048	g o -> w ɛ n t / X __ [-begin/end]	g o -> w ɛ n t /  __ (⋉)	4.0	6.0	0.6170016696369369	0.25	0.3636363636363636
102	∅ -> ∅ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ∅ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) (ɛ) (t) __ (⋉)	12.0	29.0	0.4050576765214162	0.3076923076923077	0.3529411764705882
30208	a ɪ -> o / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	a ɪ -> o / (ʒ|z|d|b|ð|ɹ) __ (t|d)	10.0	24.0	0.4071994172444997	0.2941176470588235	0.3448275862068966
3439	∅ -> t / X [+C/V, -syllabic, +consonantal, +continuant, -nasal, -spread.gl, -round, -DORSAL] __ [-begin/end]	∅ -> t / (l|ʒ|z|v|ʃ|s|f|θ|ð) __ (⋉)	609.0	1821.0	0.3331329127081967	0.332605133806663	0.3335158817086528
30182	a ɪ -> o / [+begin/end] [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	a ɪ -> o / (⋊) (ɹ) __ (z|t|s|d)	3.0	4.0	0.6687014205844588	0.2142857142857142	0.3333333333333333
30627	u -> ɔ / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, +strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	u -> ɔ / (ʃ) __ (t) (⋉)	3.0	4.0	0.6687014205844588	0.2142857142857142	0.3333333333333333
30594	ʌ -> e / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-begin/end]	ʌ -> e / (k) __ (m) (⋉)	3.0	4.0	0.6687014205844588	0.2142857142857142	0.3333333333333333
30024	a n -> ʊ / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	a n -> ʊ / (s) (t) __ (d) (⋉)	3.0	4.0	0.6687014205844588	0.2142857142857142	0.3333333333333333
30105	i -> ɔ / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] __ [-begin/end]	i -> ɔ / (s) __ (⋉)	4.0	7.0	0.5379233150408022	0.2352941176470588	0.3333333333333333
30633	i l -> ɛ l t / X [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	i l -> ɛ l t / (n|d) __ (⋉)	3.0	4.0	0.6687014205844588	0.2142857142857142	0.3333333333333333
30312	d -> t / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	d -> t / (p|b) (ɛ) (n) __ (⋉)	4.0	8.0	0.4769672699975488	0.2222222222222222	0.3076923076923077
30222	a ɪ -> o / X [+C/V, -syllabic, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	a ɪ -> o / (n|m|ʒ|z|d|b|ð|ɹ) __ (t|d)	11.0	31.0	0.3484537302600253	0.2682926829268293	0.3055555555555556
92	∅ -> ∅ / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ∅ / (k|t|ʃ|s|θ) (ʌ) (t) __ (⋉)	3.0	5.0	0.5538265108961722	0.2	0.3
30681	a -> ∅ / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -DORSAL] __ [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	a -> ∅ / (z|t|s|d) (l) __ (ɪ) (t|d)	3.0	5.0	0.5538265108961722	0.2	0.3
30491	i -> o / X [+C/V, -syllabic, -consonantal, +continuant, -nasal, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, +voice, -spread.gl, +LABIAL, -round, +labiodental, -CORONAL, -lateral, -DORSAL] [-begin/end]	i -> o / (w|j|h) __ (v) (⋉)	3.0	5.0	0.5538265108961722	0.2	0.3
30435	ɪ -> ʌ / X [+C/V, -syllabic, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|ɹ) __ (ŋ)	9.0	25.0	0.3531537436379635	0.2571428571428571	0.3
11	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|ʌ) (s) (t) __ (⋉)	9.0	26.0	0.3399628986542798	0.25	0.2903225806451613
6	∅ -> ∅ / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	∅ -> ∅ / (t|ʃ|s|p|θ) (l) (ɪ) (t) __ (⋉)	2.0	2.0	0.7915953685536075	0.1666666666666666	0.2857142857142857
30365	ɪ -> ʌ / X [+C/V, -syllabic, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|w|j|ɹ) __ (ŋ)	10.0	30.0	0.327756146981961	0.25	0.2857142857142857
30534	a ɪ -> u / X [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, +LABIAL, -round, +labiodental, -CORONAL, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, -DORSAL] __ [-begin/end]	a ɪ -> u / (f) (l) __ (⋉)	2.0	2.0	0.7915953685536075	0.1666666666666666	0.2857142857142857
30621	k -> d / X [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +front, -back, +tense] __ [-begin/end]	k -> d / (m) (e) __ (⋉)	2.0	2.0	0.7915953685536075	0.1666666666666666	0.2857142857142857
